"","spark_size","total_re_emergence_prob_1_year","total_re_emergence_prob_2_year","total_re_emergence_prob_3_year","spark_year","R_naught","sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","t_stop_immigration","spark","spark_time_start","spark_time_end"
"103",20,0,0,0,1990,1.15841273854504,0.0346662068965517,0.0588235294117647,1.13959095688779,0.584809314586471,0.0257698642203184,0.0679609321677198,0.617879651897369,3.68e-05,5281842,159375.481840722,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"104",20,0,0,0,1990,1.1606077966105,0.0346662068965517,0.0588235294117647,1.14106444935311,0.591651637162758,0.0259814639440062,0.0680898724437389,0.617870397103044,3.68e-05,5281842,159375.202778776,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"105",20,0,0,0,1990,1.1586449984365,0.0346662068965517,0.0588235294117647,1.14120724226498,0.581475861987198,0.0258031077378741,0.0679752650880777,0.61640152699609,3.68e-05,5281842,159375.728403218,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"106",20,0,0,0,1990,1.15927239387709,0.0346662068965517,0.0588235294117647,1.14113796750181,0.589904738110113,0.0259272848396477,0.0680115068794963,0.617950375765252,3.68e-05,5281842,159376.101805966,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"107",20,0,0,0,1990,1.15871776376174,0.0346662068965517,0.0588235294117647,1.13974802246375,0.588556698403212,0.025273100314055,0.0679803985082848,0.613571398037331,3.68e-05,5281842,159375.945661028,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"108",20,0,0,0,1990,1.17167391701796,0.0346662068965517,0.0588235294117647,1.15913928242609,0.5702429726858,0.0275145664060857,0.0687315163505068,0.644393503879624,3.68e-05,5281842,215626.571261605,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"109",20,0,0,0,1990,1.17027389481213,0.0346662068965517,0.0588235294117647,1.15945827583475,0.580013884515551,0.0284333637854505,0.0686462157017368,0.653295450484532,3.68e-05,5281842,215627.659547438,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"110",20,0,0,0,1990,1.16835591557521,0.0346662068965517,0.0588235294117647,1.1630940386767,0.573596120317342,0.0275201520825037,0.0685372495289577,0.64466135580812,3.68e-05,5281842,215627.141982025,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"111",20,0,0,0,1990,1.16628849556925,0.0346662068965517,0.0588235294117647,1.16443156148022,0.578287870677841,0.0274444783879232,0.0684164637242541,0.643732140293769,3.68e-05,5281842,215625.516226106,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"112",20,0,0,0,1990,1.16807121487351,0.0346662068965517,0.0588235294117647,1.16722174796371,0.574353762856464,0.0277417161435096,0.0685199474559458,0.647706250049131,3.68e-05,5281842,215626.371635497,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"113",20,0,0,0,1990,1.19094953479165,0.0346662068965517,0.0588235294117647,1.17510439696642,0.583513456225285,0.0303597801281224,0.0698538231550281,0.672847761032435,3.68000000000001e-05,5281842,290624.503953152,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"114",20,0,0,0,1990,1.18555817357288,0.0346662068965517,0.0588235294117647,1.18172132274283,0.586671718445389,0.030742276301357,0.0695375605852152,0.675320817145469,3.68e-05,5281842,290626.017973392,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"115",20,0,0,0,1990,1.1901297480816,0.0346662068965517,0.0588235294117647,1.17848923611756,0.585693124756301,0.0305056269932681,0.0698047195170631,0.676861043825648,3.68e-05,5281842,290624.661615795,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"116",20,0,0,0,1990,1.19080863545039,0.0346662068965517,0.0588235294117647,1.17413668803115,0.588641742013747,0.0305393261960202,0.0698450447947074,0.673916696473999,3.67999999999999e-05,5281842,290625.527274173,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"117",20,0,0,0,1990,1.18923381565489,0.0346662068965517,0.0588235294117647,1.17720593829093,0.586194585859002,0.0307028625634112,0.069752738441546,0.674836654027983,3.68e-05,5281842,290625.407871663,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"118",20,0,0,0,1990,1.1549373365287,0.0346662068965517,0.0588235294117647,1.13136472467509,0.592691680836669,0.0254439910541964,0.0677602086003035,0.606684392146056,3.68e-05,5281842,140625.825324541,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"119",20,0,0,0,1990,1.15770659917942,0.0346662068965517,0.0588235294117647,1.13239706952949,0.591060621502899,0.0260159062623589,0.0679192830875433,0.616373760270514,3.68e-05,5281842,140625.590657862,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"120",20,0,0,0,1990,1.15861522878096,0.0346662068965517,0.0588235294117647,1.12827423381134,0.592030210265722,0.0254271063759752,0.0679747572699292,0.609203751114353,3.68e-05,5281842,140625.659005144,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"121",20,0,0,0,1990,1.15714795634936,0.0346662068965517,0.0588235294117647,1.13119728969731,0.603241677350948,0.0250552634533774,0.0678901942097872,0.605839176220311,3.68000000000001e-05,5281842,140626.538889979,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"122",20,0,0,0,1990,1.17811047480209,0.0346662068965517,0.0588235294117647,1.16839629181281,0.579375589112781,0.0292652255072814,0.0691038345430801,0.66199564949608,3.68000000000001e-05,5281842,253126.674534342,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"123",20,0,0,0,1990,1.17908119079342,0.0346662068965517,0.0588235294117647,1.17185526144183,0.577077087012253,0.0291926158835817,0.0691608287610318,0.663034361247913,3.68000000000001e-05,5281842,253125.919875574,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"124",20,0,0,0,1990,1.17808695978461,0.0346662068965517,0.0588235294117647,1.17265636926423,0.580450454918819,0.0292748723225822,0.0691023632764364,0.663720625423547,3.68e-05,5281842,253127.314257047,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"125",20,0,0,0,1990,1.17891778379378,0.0346662068965517,0.0588235294117647,1.16946182078014,0.579333531313363,0.0288830765803301,0.0691519396370378,0.660283888127294,3.68000000000001e-05,5281842,253125.79966324,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"126",20,0,0,0,1990,1.17895228787173,0.0346662068965517,0.0588235294117647,1.17161701967726,0.575419505522701,0.0291116416212321,0.0691538020940285,0.661472326940398,3.68000000000001e-05,5281842,253125.617648247,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"127",20,0,0,0,1990,1.20078279478161,0.0346662068965517,0.0588235294117647,1.18563797859126,0.600418098936831,0.0323592330689716,0.0704269436598234,0.686604867535786,3.68000000000001e-05,5281842,328124.415562525,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"128",20,0,0,0,1990,1.20180798395847,0.0346662068965517,0.0588235294117647,1.18788964777769,0.594885428503102,0.0321770113528055,0.0704870703049684,0.687446866372576,3.68e-05,5281842,328125.174271329,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"129",20,0,0,0,1990,1.19958648055512,0.0346662068965517,0.0588235294117647,1.18250443141428,0.594687032918309,0.0324404252044137,0.0703554125355845,0.689188664836725,3.67999999999999e-05,5281842,328126.396856654,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"130",20,0,0,0,1990,1.19937194647663,0.0346662068965517,0.0588235294117647,1.18482901654111,0.598084923888831,0.0325150934212243,0.0703432793687432,0.688818790249087,3.68e-05,5281842,328125.60511975,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"131",20,0,0,0,1990,1.19928156663297,0.0346662068965517,0.0588235294117647,1.18749736135676,0.599357480423979,0.0323669704608459,0.0703382844541993,0.688973503644359,3.68e-05,5281842,328126.146021321,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"132",20,0,0,0,1990,1.15708395951394,0.0346662068965517,0.0588235294117647,1.1282190034558,0.58834630891626,0.0253796508495625,0.0678849516473815,0.609098677610032,3.68e-05,5281842,145313.34252208,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"133",20,0,0,0,1990,1.15782400599508,0.0346662068965517,0.0588235294117647,1.13756799757198,0.592004767268445,0.0251867050438756,0.0679299748654349,0.607354321730612,3.68e-05,5281842,145313.275445421,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"134",20,0,0,0,1990,1.15873000474347,0.0346662068965517,0.0588235294117647,1.13485847726876,0.593448913348675,0.025351365216577,0.067981169913029,0.611988373396912,3.68000000000001e-05,5281842,145312.413992297,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"135",20,0,0,0,1990,1.15844056269841,0.0346662068965517,0.0588235294117647,1.1368519805232,0.591315754658754,0.0253406921509433,0.0679667178757835,0.605569894465944,3.68e-05,5281842,145312.721380035,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"136",20,0,0,0,1990,1.15766930278797,0.0346662068965517,0.0588235294117647,1.13259996867819,0.591434100468466,0.025236368149694,0.0679205299260534,0.606936999827756,3.68e-05,5281842,145312.64939623,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"137",20,0,0,0,1990,1.18962363929064,0.0346662068965517,0.0588235294117647,1.18174976012698,0.589158651099773,0.0309239717207345,0.0697751569947371,0.677700773413284,3.67999999999999e-05,5281842,295312.985686793,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"138",20,0,0,0,1990,1.1919165195219,0.0346662068965517,0.0588235294117647,1.17822066228042,0.586716218009523,0.0306904362109095,0.0699099098352279,0.675690510689422,3.68e-05,5281842,295313.424954861,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"139",20,0,0,0,1990,1.218695956183,0.0346662068965517,0.0588235294117647,1.18368323766963,0.611294217970988,0.0348084359062392,0.0714706429067811,0.704551223948679,3.68e-05,5281842,370312.616581901,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"140",20,0,0,0,1990,1.16931445308336,0.0346662068965517,0.0588235294117647,1.16859339853917,0.575158840586183,0.027633832693188,0.0685935940077534,0.646167069793654,3.68e-05,5281842,220312.469969436,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"141",20,0,0,0,1990,1.17240685150583,0.0346662068965517,0.0588235294117647,1.15782740031275,0.570733700048698,0.0275284880132463,0.0687740202649167,0.645322909848182,3.68e-05,5281842,220312.59136439,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"142",20,0,0,0,1990,1.17108673362823,0.0346662068965517,0.0588235294117647,1.16357537819311,0.576733832774988,0.0278947916186669,0.0686962437964222,0.648148099428795,3.68000000000001e-05,5281842,220314.221049498,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"143",20,0,0,0,1990,1.16836499946265,0.0346662068965517,0.0588235294117647,1.16637443960816,0.579859662035396,0.0278653672516332,0.0685372592690111,0.647205326246617,3.68000000000001e-05,5281842,220313.233214088,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"144",20,0,0,0,1990,1.20773496742669,0.0691424137931034,0.0588235294117647,1.18604798131973,0.603190555100276,0.0337900497410645,0.0708296364463032,0.700537938638571,3.67999999999999e-05,5281842,346873.932596915,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"145",20,0,0,0,1990,1.16366649440745,0.0691424137931034,0.0588235294117647,1.15117811491089,0.583769573104979,0.0285302188056373,0.0682563714226229,0.656878556001103,3.68e-05,5281842,196875.090874529,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"146",20,0,0,0,1990,1.16377384910983,0.0691424137931034,0.0588235294117647,1.16063683932936,0.575201701622024,0.0269033689988057,0.0682707170147972,0.6375592708411,3.67999999999999e-05,5281842,196876.647307047,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"147",20,0,0,0,1990,1.16455655702782,0.0691424137931034,0.0588235294117647,1.15813964032007,0.582550248544311,0.0272010165993144,0.0683169679000699,0.635821608836554,3.68000000000001e-05,5281842,196875.104458539,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"148",20,0,0,0,1990,1.16459825370744,0.0691424137931034,0.0588235294117647,1.15696879053407,0.583580433173117,0.0270687559921592,0.0683183838781875,0.638311524957555,3.68e-05,5281842,196876.532053396,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"149",20,0,0,0,1990,1.15786382190243,0.0691424137931034,0.0588235294117647,1.11514146331499,0.605589990342469,0.0249488210877424,0.0679344404004149,0.595204758067129,3.68e-05,5281842,121874.541730244,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"150",20,0,0,0,1990,1.15665136864032,0.0691424137931034,0.0588235294117647,1.12217178790826,0.608121359964693,0.0248298993374867,0.0678641260388019,0.594851981425976,3.68e-05,5281842,121875.567983793,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"151",20,0,0,0,1990,1.1845549872167,0.0691424137931034,0.0588235294117647,1.17465155755094,0.581907821545499,0.0299944589961627,0.0694803236562816,0.668365687063702,3.67999999999999e-05,5281842,271874.712156822,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"152",20,0,0,0,1990,1.18562933841632,0.0691424137931034,0.0588235294117647,1.17590678290239,0.587141290016878,0.0296501962931996,0.069543871535269,0.667340728047124,3.68e-05,5281842,271875.234197049,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"153",20,0,0,0,1990,1.18313157759054,0.0691424137931034,0.0588235294117647,1.17146666866314,0.582961404355012,0.0297401142672795,0.0693967741082481,0.667414620798604,3.68e-05,5281842,271876.129084959,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"154",20,0,0,0,1990,1.18368547380547,0.0691424137931034,0.0588235294117647,1.17711332223123,0.582122430866416,0.0300160066953529,0.0694292907320347,0.669321122691152,3.68e-05,5281842,271876.61771499,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"155",20,0,0,0,1990,1.18313263539551,0.0691424137931034,0.0588235294117647,1.17623035058326,0.585365888361057,0.0297903563349014,0.0693973219585654,0.66774183720015,3.68e-05,5281842,271874.447546434,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"156",20,0,0,0,1990,1.22359883947112,0.0691424137931034,0.0588235294117647,1.18625880079189,0.616269968781456,0.03539359268147,0.0717575004341354,0.707340424450513,3.68e-05,5281842,384374.790336256,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"157",20,0,0,0,1990,1.22069140543189,0.0691424137931034,0.0588235294117647,1.18784945244965,0.615066727518914,0.0354648202347101,0.0715859613798037,0.710739861003859,3.68000000000001e-05,5281842,384376.28907246,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"158",20,0,0,0,1990,1.22515630669882,0.0691424137931034,0.0588235294117647,1.18551590524326,0.613716429824651,0.0350096040376734,0.0718490464535609,0.706495473465223,3.68e-05,5281842,384374.236107804,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"159",20,0,0,0,1990,1.22310986001929,0.0691424137931034,0.0588235294117647,1.18971915002661,0.620506672205972,0.0349056282689438,0.0717303229417482,0.704630965676789,3.68000000000001e-05,5281842,384375.096354694,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"160",20,0,0,0,1990,1.22266817836979,0.0691424137931034,0.0588235294117647,1.18852577854431,0.618314755336796,0.0352441348239304,0.0717033070954403,0.707173069494847,3.67999999999999e-05,5281842,384375.521610307,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"161",20,0,0,0,1990,1.17389218325429,0.0691424137931034,0.0588235294117647,1.1653251332956,0.579439427193271,0.0281795242354285,0.0688599330256167,0.651166756154813,3.67999999999999e-05,5281842,234376.244394884,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"162",20,0,0,0,1990,1.17403035518183,0.0691424137931034,0.0588235294117647,1.16934945982156,0.574394478024633,0.0282472454915711,0.0688679300446979,0.65282213364796,3.68e-05,5281842,234376.690356171,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"163",20,0,0,0,1990,1.17365534742741,0.0691424137931034,0.0588235294117647,1.17045421063132,0.579177459789948,0.0282920075297001,0.0688465730379808,0.651416281795525,3.68e-05,5281842,234375.931744061,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"164",20,0,0,0,1990,1.17224841086907,0.0691424137931034,0.0588235294117647,1.16557974295617,0.573050486184068,0.0286020238696934,0.0687617047131915,0.656263767025953,3.68e-05,5281842,234377.062339129,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"165",20,0,0,0,1990,1.17251746409434,0.0691424137931034,0.0588235294117647,1.17284567214976,0.574507958520781,0.028054896565697,0.0687797340783661,0.652483002701261,3.68e-05,5281842,234373.601018935,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"166",20,0,0,0,1990,1.19549130823012,0.0691424137931034,0.0588235294117647,1.18448158404412,0.594894754674199,0.0312014463094679,0.0701183064294709,0.68146632234276,3.68e-05,5281842,309374.801211241,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"167",20,0,0,0,1990,1.15922485884321,0.0691424137931034,0.0588235294117647,1.14270180237068,0.58509022357687,0.0254638883689858,0.0680099287804527,0.615060358176506,3.68e-05,5281842,159376.625740017,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"168",20,0,0,0,1990,1.15961101717996,0.0691424137931034,0.0588235294117647,1.14322959570625,0.586075076890874,0.0259247674430723,0.0680314213038421,0.618443865059933,3.68e-05,5281842,159375.927319383,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"169",20,0,0,0,1990,1.15775818405776,0.0691424137931034,0.0588235294117647,1.14658342250898,0.586680740373164,0.0261495668173427,0.0679218507377557,0.62187815012172,3.68e-05,5281842,159376.365900277,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"170",20,0,0,0,1990,1.15985480368798,0.0691424137931034,0.0588235294117647,1.14075620013727,0.583798175530518,0.0256536650155978,0.0680462198711298,0.616327863179193,3.67999999999999e-05,5281842,159376.701891883,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"171",20,0,0,0,1990,1.15898884080688,0.0691424137931034,0.0588235294117647,1.14786531469911,0.580896628120809,0.025692447791272,0.0679953731682639,0.61858710536852,3.68e-05,5281842,159375.772076499,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"172",20,0,0,0,1990,1.16967930146417,0.0691424137931034,0.0588235294117647,1.15835742209498,0.579503383139772,0.0276768150282948,0.0686138568885362,0.64594968494632,3.68e-05,5281842,215624.65399251,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
"173",20,0,0,0,1990,1.19029433135663,0.0691424137931034,0.0588235294117647,1.1767813081999,0.58835298527807,0.0306281497731501,0.0698150005359741,0.674522490278955,3.68e-05,5281842,290626.567330854,0,0,2.02577239877577e-05,0.01721420632104,0,1430,20,1461,1492
